GENDER_ENC,PARTNER_ENC,DEPENDENTS_ENC,PHONESERVICE_ENC,PAPERLESS_ENC,ML_NO,ML_YES,IS_DSL,IS_FIBER,OS_NO,OS_YES,OB_NO,OB_YES,DP_NO,DP_YES,TS_NO,TS_YES,STV_NO,STV_YES,SM_NO,SM_YES,CONTRACT_ONE_YEAR,CONTRACT_TWO_YEAR,PM_MAILED,PM_BANK_TRANSFER,PM_CREDIT_CARD,BUCKET_0_12,BUCKET_13_24,BUCKET_25_48,BUCKET_49_60,AVG_MONTHLY_CHARGE,CLV_ESTIMATE,HIGH_MONTHLY_CHARGE,HAS_LONG_TENURE,TENURE_ZSCORE,MONTHLYCHARGES_ZSCORE,TOTALCHARGES_ZSCORE,CHURN_ENC
0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,95.135416667,6786,1,1,1.612490578,0.9789210056,2.014517051,0
0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,45.966197183,3340.55,0,1,1.571749513,-0.5899163597,0.4324651245,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,21.979824561,1171.35,0,0,1.001374616,-1.470725474,-0.4545894915,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16.8875,78.6,0,0,-1.157901784,-1.500639745,-0.9774918098,0
0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,70.2,70.2,0,0,-1.280124976,0.1795451871,-0.9763227461,0
1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,79.861111111,5832,1,1,1.612490578,0.5385164486,1.529355637,0
1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,73.797619048,1593.9,0,0,-0.4653036935,0.3690022418,-0.3236102472,0
0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25.500704225,1753.7,0,1,1.571749513,-1.332787443,-0.2085567379,0
0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,101.822413793,2872.45,1,0,-0.1393751804,1.138463789,0.2953758683,1
0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,108.225362319,7607.25,1,1,1.490267385,1.510730282,2.287063286,0
0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,85.69375,5440,1,1,1.286562064,0.6714687677,1.412184578,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,18.43125,316,0,0,-0.6690090143,-1.497315937,-0.8771949718,0
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24.375,95.6,0,0,-1.157901784,-1.359377906,-0.9642791847,0
0,0,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,113.777884615,5785,1,0,0.7976692948,1.543968362,1.602786068,1
1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,56.675,110.2,0,0,-1.239383912,-0.3223498175,-0.9572868607,1
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.95,19.95,0,0,-1.280124976,-1.490668322,-0.9984908398,0
1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,26.488888889,452.7,0,0,-0.587526886,-1.317830307,-0.7969486783,0
0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,50.825,108.3,0,0,-1.239383912,-0.3539259933,-0.962448387,0
0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,59.518421053,1136.2,0,0,-0.5467858218,-0.1661308426,-0.508410535,0
0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,88.30625,3354,1,0,0.3087765251,0.633244976,0.5509817091,0
0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,104.415909091,6923.4,1,1,1.368044193,1.332906555,2.03291326,0
1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,74.795238095,1581.3,0,0,-0.4653036935,0.3490593939,-0.3143680271,0
1,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,65.11875,533.2,0,0,-0.9949375274,0.06155000387,-0.7774716367,0
0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,109.095833333,7884,1,1,1.612490578,1.485801722,2.457945099,0
0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,74.6125,3544.8,0,0,0.6347050382,0.3008641782,0.5726645311,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,20.984057971,1331.7,0,1,1.490267385,-1.512273073,-0.3685419954,0
1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,118.710416667,8510.4,1,1,1.612490578,1.774973016,2.763335405,0
0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,51.989285714,720.3,0,0,-0.7504911425,-0.4436688087,-0.6861964409,0
1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,59.6,356.7,0,0,-1.076419656,-0.1777641705,-0.8495344847,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,19.91875,156,0,0,-0.9949375274,-1.505625457,-0.9369936803,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,16.520588235,332.35,0,0,-0.6282679501,-1.503963553,-0.8833932149,0
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,93.373076923,6080.75,1,1,1.327303129,0.9556543498,1.67019472,0
0,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,57.444736842,3380.1,0,0,1.001374616,-0.1827498825,0.4372075525,0
1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,104.538461538,1329.25,1,0,-0.7912322067,1.244825644,-0.4077607722,1
1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,93.573684211,1822.1,1,0,-0.5467858218,1.033763837,-0.2229604844,1
0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,109.100892857,6148.8,1,0,0.9606335514,1.495773146,1.688017426,0
0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,80.171428571,1093.4,0,0,-0.7504911425,0.4421260173,-0.512138304,0
1,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,38.863461538,2074.8,0,0,0.7976692948,-0.8275686301,-0.1157595535,0
0,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,65.438793103,3764.2,0,0,1.04211568,0.003383364264,0.6670939931,0
0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,95.841489362,4467.35,1,0,0.5939639741,1.005511469,0.9799177793,1
0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,53.420149254,3577.8,0,1,1.408785257,-0.3788545531,0.5716719299,0
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,24.85,49.8,0,0,-1.239383912,-1.326139827,-0.985366446,0
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,46.083333333,268.2,0,0,-1.076419656,-0.6680258471,-0.8853122439,0
1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,115.153521127,8094,1,1,1.571749513,1.635373081,2.599556205,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,19.355434783,931.5,0,0,0.55322291,-1.480696898,-0.6145085756,0
0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,51.96,269.25,0,0,-1.11716072,-0.3638974172,-0.8926795507,1
1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,83.414925373,5617.95,1,1,1.408785257,0.633244976,1.458241274,0
1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,16.866666667,60.6,0,0,-1.198642848,-1.482358802,-0.9849694056,0
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,19.333333333,59.85,0,0,-1.198642848,-1.490668322,-0.9817048505,0
1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,107.083653846,5418.4,1,0,0.7976692948,1.309639899,1.449219632,1
0,1,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,52.467857143,2110.5,0,0,0.3902586534,-0.4835545044,-0.03513827737,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,18.779,1017.5,0,0,0.7161871665,-1.47737309,-0.5930683894,0
1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,88.004347826,2070,1,0,-0.3838215653,0.8376591666,-0.114347854,0
0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,54.08880597,3631.4,0,1,1.408785257,-0.3522640893,0.5914357229,0
0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,94.762,2487.5,1,0,-0.302339437,1.153420924,0.03782894058,1
0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,99.434615385,3864.9,1,0,0.268035461,1.140125692,0.7034893708,0
0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,66.346376812,4616.1,0,1,1.490267385,0.06985952381,1.012276579,0
0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,25.85,25.85,0,0,-1.280124976,-1.294563651,-0.9958880189,0
1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,89.734375,2913.6,1,0,-0.017151988,0.8725591503,0.25948782,0
0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,74.727777778,639,0,0,-0.9541964632,0.2061356509,-0.7105923729,1
0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,98.35625,1491.2,1,0,-0.6690090143,0.9440210218,-0.3130445588,1
1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,21.175833333,1257,0,0,1.123597808,-1.457430242,-0.4467810287,0
0,1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,107.103472222,7862.4,1,1,1.612490578,1.475830298,2.394661257,0
1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.21,96.75,0,0,-1.11716072,-1.510611169,-0.9516841783,1
0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,84.371153846,2230.8,1,0,-0.2615983728,0.6980592315,-0.03954983831,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21.516666667,59.55,0,0,-1.198642848,-1.49399213,-0.978815278,1
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.6,39.3,0,0,-1.239383912,-1.500639745,-0.9935278338,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,19.125,41,0,0,-1.239383912,-1.472387378,-0.9904176833,0
0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,93.002777778,3227.4,1,0,0.1458122686,0.8260258386,0.4697428144,0
1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,76.228571429,520.45,0,0,-1.035678592,0.3174832181,-0.7718910122,0
0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,48.459166667,2967,0,0,1.123597808,-0.5101449682,0.2753914972,0
0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,85.305263158,1692.9,1,0,-0.5467858218,0.8077448948,-0.2922661068,0
1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,77.341111111,3381.75,0,0,0.5124818458,0.3440736819,0.5280857078,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,73.4625,282.6,0,0,-1.157901784,0.194502323,-0.8776581857,0
0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,104.627419355,3230.2,1,0,-0.05789305214,1.309639899,0.4235758292,1
1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,88.025531915,4232.35,1,0,0.5939639741,0.8393210705,0.8178590882,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,79.25,79.25,0,0,-1.280124976,0.480349809,-0.9723302835,1
0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,44.9,44.9,0,0,-1.280124976,-0.6613782312,-0.9874839953,1
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,19.4,19.4,0,0,-1.280124976,-1.508949265,-0.9987334757,0
0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,90.655084746,5236.25,1,0,1.082856744,0.7961115668,1.352297638,0
1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,65.965,701,0,0,-0.9134553991,0.1762213791,-0.7162832865,1
1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,90.871428571,3185,1,0,0.1050712044,0.8708972463,0.3958050531,0
1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,29.625,118.6,0,0,-1.157901784,-1.168258948,-0.9550149068,1
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,94.4953125,2905.6,1,0,-0.017151988,0.8642496304,0.3266979509,0
1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,78.275581395,3347.55,0,0,0.4309997175,0.4338164973,0.4775733351,1
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,48.825,217.2,0,0,-1.157901784,-0.3489402813,-0.9211341188,1
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,19.094444444,1023.3,0,0,0.8791514231,-1.523906401,-0.5524158554,0
0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,90.695454545,1046.65,1,0,-0.872714335,1.008835277,-0.5671725267,1
0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,98.058333333,6758.4,1,1,1.368044193,1.249811356,1.847804163,0
1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,102.317213115,6093.9,1,1,1.164338872,1.166716156,1.746117683,0
1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,90.296527778,6386.4,1,1,1.612490578,0.7944496629,1.860818268,0
1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,52.661363636,2389.2,0,0,0.4717407817,-0.3489402813,0.0149108815,0
1,0,0,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,54.574390244,2283.7,0,0,0.3495175893,-0.3024069696,-0.02018308578,0
1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,104.626,5197.5,1,0,0.7161871665,1.301330379,1.300527971,0
1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,112.25106383,5209.95,1,0,0.5939639741,1.53067313,1.320159417,1
1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,20.6875,161.2,0,0,-0.9949375274,-1.484020706,-0.9342805704,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,19.916666667,360.9,0,0,-0.587526886,-1.487344514,-0.8491374442,0
1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,91.873611111,6620.4,1,1,1.612490578,0.9024734221,1.910911542,0
1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,80.5,80.5,1,0,-1.280124976,0.5218974087,-0.9717788383,1
0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,57.660714286,2337.3,0,0,0.3902586534,-0.3040688736,0.06107786673,0
0,0,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,71.922222222,1344.6,0,0,-0.587526886,0.329116546,-0.4361712246,0
0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,99.930769231,1353.95,1,0,-0.7912322067,1.307977995,-0.4341860222,0
0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,84.314705882,5688.2,1,1,1.449526321,0.62659736,1.522032445,0
1,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,76.3875,288.8,0,0,-1.157901784,0.2460213466,-0.8724966594,1
1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,107.692028986,7593.45,1,1,1.490267385,1.504082666,2.270828742,0
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,52.970588235,875.5,0,0,-0.6282679501,-0.4420069047,-0.6100308413,1
1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,25.224,637.5,0,0,-0.302339437,-1.306196979,-0.729098871,0
1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,89.691860465,3850.65,1,0,0.4309997175,0.8227020307,0.6941368616,1
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,20.722881356,1150.5,0,0,1.082856744,-1.505625457,-0.4679124056,0
0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,74.96,403.5,1,0,-1.11716072,0.5285450247,-0.8419465999,0
1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,77.380952381,1627.5,0,0,-0.4653036935,0.4221831694,-0.2904132512,1
0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,104.852173913,7251.9,1,1,1.490267385,1.339554171,2.184384205,0
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,25.526923077,326.95,0,0,-0.7912322067,-1.317830307,-0.8608942541,0
1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,94.270238095,4000.5,1,0,0.3902586534,1.012159085,0.7393994769,1
1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,97.853846154,4973.8,1,0,0.7976692948,1.025454317,1.237486765,0
1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,86.291304348,3910,1,0,0.55322291,0.6714687677,0.7438330956,1
1,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,79.686065574,4928.8,1,1,1.164338872,0.5318688327,1.137101696,0
1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,27.174137931,720.65,0,0,-0.1393751804,-1.327801731,-0.659638844,0
0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,50.654,1368.75,0,0,-0.302339437,-0.3339831454,-0.4486338843,0
0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,94.19,428.75,1,0,-1.11716072,0.6963973275,-0.7995294414,1
1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,45.88,761.25,0,0,-0.7097500784,-0.4669354645,-0.70368828,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,20.405263158,382.85,0,0,-0.5467858218,-1.484020706,-0.8362556863,0
1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,19.210227273,882.2,0,0,0.4717407817,-1.487344514,-0.6344047155,0
0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,93.433333333,589.5,1,0,-1.076419656,1.111873325,-0.7599797976,1
1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,72.935344828,4152.8,0,0,1.04211568,0.2260784987,0.8589086627,0
1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,80.371774194,5049.9,1,1,1.205079936,0.5534735845,1.19101097,0
0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,58.759285714,4088,0,1,1.531008449,-0.2126641543,0.8072492841,0
0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,25.7,25.7,0,0,-1.280124976,-1.299549363,-0.9959541923,1
1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,52.1,537,0,0,-0.9134553991,-0.3688831292,-0.7774495789,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,18.148076923,509.6,0,0,-0.2615983728,-1.502301649,-0.799132401,0
1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,90.559090909,5900.4,1,1,1.368044193,0.8177163187,1.629453954,0
0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,72.414285714,483,0,0,-1.035678592,0.1396594913,-0.7836698799,1
1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,84.308823529,4294.2,1,0,0.7569282307,0.6448783039,0.8895690113,0
1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,104.841666667,7639.2,1,1,1.612490578,1.372792251,2.322818987,0
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25.457692308,1673.75,0,1,1.327303129,-1.297887459,-0.2772888574,0
1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,40.175,92.1,0,0,-1.239383912,-0.6231544395,-0.9718450118,1
1,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,65.021428571,4546.5,0,1,1.531008449,0.005045268252,1.000630058,0
1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,86.493055556,6152.4,1,1,1.612490578,0.6864259036,1.740007671,0
0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.05,20.05,0,0,-1.280124976,-1.487344514,-0.9984467242,0
0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,76.4,76.4,0,0,-1.280124976,0.3856212817,-0.9735875783,1
